id	tekst
sotsialismiteekohtlajarve19600501.1.1	<p>Kõigi maade proletaarlased, ühinege!</p><p>Sotsialismi TEE</p><p>EESTIMAA KOMMUNISTLIKU PARTEI JÕHVI RAJOONIKOMITEE JA JÕHVI RAJOONI TÖÖRAHVA SAADIKUTE NÕUKOGU HÄÄLEKANDJA</p><p>Sl Nr. 52 (1549) |</p><p>Pühapäeval, 1. mail 1960. a.</p><p>Hind 15 kop.</p><p>Töö ja rahu pidupäev</p><p>Tänane päev — esimene mai — on kogu progressiivse inimkonna tähtis püha. Esimene mai tõi nõukogude rahvale mitte ainult kevade, vaid ka rõõmu töövõitude üle, veendumuse uutesse tööedusammudesse.</p><p>Esimese mai võtsid paljud meie rajooni tööstusettevõtted, sealhulgas Ahtme Soojuselektrijaam, kaevandus nr. 10, võitööstus jt. vastu nelja kuu plaani ennetähtaegse täitmisega. Ja kuidas ei peaks sel päeval rõõmustama «kümnenda» kaevurid ning energeetikud, kui nende töö hinnati vabariigi Ministrite Nõukogu ja Rahvamajanduse Nõukogu rändpunalipu ning esimese rahalise preemia vääriliseks.</p><p>Heade töötulemustega võtsid rahu ja töö pidupäeva vastu küiatöötajad. Võideldes sotsialistlike kohustuste — müüa sel aasta! riigile 2 000 tonni liha ja 10 000 tonni piima — täitmise eest, ületasid rajooni kolhoosid ja sovhoosid tunduvalt põllumajandussaaduste riigile müümise nelja kuu plaani. Nad müüsid riigile piima 400 tonni ning liha 150 tonni rohkem kui samal ajavahemikul möödunud aastal.</p><p>Praegu on alanud rajooni põldudel võitlus suurte saakide eest. Kolhoosnikud, sovhooside töölised ja mehhanisaatorid rakendavad kõik jõud selleks, et seitscaastaku teise aasta kevadkülv läbi viia õigeaegselt ja kõrgel agrotehnilisel tasemel.</p><p>Maipühade töökingituste eest on rohkem kui 40 tööstuse, põllumajanduse ja haritlaskonna parima eesrindlase nime kantud partei rajoonikomitee ja rajooni täitevkomitee otsusega rajooni autahvliie.</p><p>Meie saavutused on rõõmustavad, kuid need kujunevad veelgi paremaks. Juba k. a. esimesed kuud annavad tunnistust sellest, et me suudame edukalt täita seitseaastaku teise aasta ülesandeid, samuti kogu seitseaastaku plaani, viia ellu NLKP XXI kongressi poolt kavandatud kommunistliku ülesehitustöö programmi. Seitsme aasta plaan — see on tähtis piirjoon meie maa ajaloolise arengu teel. Me oleme veendunud, et see piir saavutatakse. See suudetakse saavutada seepärast, et meid juhib Kommunistlik Partei, mille leninlikus poliitikas leiavad kajastuse kõik rahvaste unistused ja lootused, tema kavatsused ja püüdlused.</p><p>Täna — 1. mail demonstreerivad meie rajooni linnade, asulate ja külade töötajad koos kogu nõukogude rahvaga oma palavat ko-dumaa-armastust, ustavust Kommunistliku Partei marksistlikleninlikule lipule. Pidulikes demonstratsioonikolonnides sammuvad Jõhvis Võidu väljakul kaevurid, energeetikud, ehitajad, maatöötajad ning haritlaste esindajad 1 — need, kes oma patriootliku tööga suurendavad kodumaa kuulsust, kindlustavad tema võimsust.</p><p>Koos nõukogude rahvaga tunnevad rahu ja töö pühast rõõmu kõik võimsa sotsialistliku leeri maad, millised elavad ja töötavad proletaarse internatsionalismi leninlike printsiipide järgi. Selle leeri maad demonstreerivad täna oma vankumatut ühtsust, jõudu, sõprust ja ustavust marksismi-leninismi põhimõtteile.</p><p>Tänavune esimene mai on meie rahvale, nagu kõigile maailma töötajaile, eriti rõõmustav, kuivõrd ta tähistamine toimub rahvusvahelise pinevuse lõdvenemise õhkkonnas. Nõukogude valitsuse juhi N. S. Hruštšovi visiit USA-sse ja Prantsusmaale ning selle reisi tulemused — tähtsad ajaloolised sündmused rahvusvahelises elus — tõid kaasa olukorra paranemise NSV Liidu suhetes USA ja Prantsusmaaga.</p><p>Olles ustavad leninlikule rahuliku kooseksisteerimise poliitikale, annavad nõukogude inimesed ka edaspidi kogu oma jõu sõpruse tugevdamisele rahvaste vahel, rahu kindlustamisele kogu maailmas, oma kodumaa võimsuse suurendamisele. NLKP Keskkomitee hüüdlauseis 1. maiks öeldakse:</p><p>«Nõukogude Liidu töötajad! Täidame ja ületame seitsme aasta plaani! Saavutame meie maa rahvaste majanduse ja kultuuri uue võimsa tõusu, sotsialistliku kodumaa võimsuse edasise kindlustamise! Edasi uutele võitudele kommunismi ülesehitamisel!» Ja meie rajooni töötajad vastavad:</p><p>«Meie kuuleme Sind, partei! Me teeme kõik, et muuta tegelikkuseks Sinu leninlikke plaane. Juhi meid edasi. Sinuga koos ületame kõik takistused teel kommunismile!»</p><p>Üks seitseaastaku suurehitusi rajoonis on 10. kaevanduses valminud põlevkivi mehaanilise rikastamise katsevabrik, kus-1. mai eel tehti esimene tööproov.</p><p>Pildil: vaade 10. kaevandusele. Esiplaanil vasakul uue rikastusvabriku korpus. F. Eerma fotoplakat</p><p>I. MAIL</p><p>Virve Kuiva</p><p>Ju varasel aovalge kumal sa näed, kuis tõttavad tuhanded jalad ja kaevuri pilku nagu imeväel koit säravat tööindu valab.</p><p>Siin sammuvad strekkide poole need, kes toodavad põlevat kulda, kes kommunismile rajavad teed, ei suuda neid raskused murda.</p><p>Ehk mõnel küll aastatest tinane samm ja pahklikel kätel on sooned, kuid südames ikka veel endine ramm, ta tuksub: «Me töötame, loome!»</p><p>Täna, kaevur, nii noorena tunned end, uhkelt sammudes tööliste reas.</p><p>Sinu kõrval on sõbrad, pojad, su vend, kõigil südames kerge ja hea. Täna meiegi tänavail särav on mai. Tuules voogamas lippude siid. Maitaevas on avar, rõõmus ja lai — tuul hurraa-hõiskeid pilvini viib.</p><p>Esimene katse</p><p>Rahvusvahelise pidupäeva — 1. mai — eel tegid trusti «Eesti Põlevkiviehitus» Ehitusvalitsuse nr. 2 ehitajad, Balti montaaživalitsuse montaažitöölised ja teiste organisatsioonide töötajad kingituse trusti «Eesti Põlevkivi» kaevuritele. Nad lõpetasid põlevkivi rikastamise tööstuslikku tüüpi katsevabriku ehitamise ja sisseseade monteerimise kaevanduses nr. 10. Põlevkivi hakatakse vabrikus rikastama mehaaniliselt.</p><p>Reedel, 29. aprillil algas vabriku tööstuslik katsetamine.</p><p>Katsetamine näitas, et veejugade toimel eraldub mäemass hästi põlevkiviks ja aherainek-s.</p><p>Rikastusvabrikule panevad Eesti põlevkivibasseini kaevurid suuri lootusi, sest on ju see vabrik otsustavaks lüliks põlevkivi tootmise komplekssel mehhaniseerimisel.</p><p>Veoseid üle plaani</p><p>Trusti «Eesti Põlevkivi» Laadimis-transpordivalitsu-se töölised ja teenistujad täidavad sõbralikus koostöös raudteelastega Eesti ja vennasvabariikide ettevõtetele põlevkivi ärasaatmise plaani. Rongid viivad meie põlevkivi Narva hüdroelektrijaama, Punase Kunda komsomoliehitusele, Lätisse, Leedusse, Leningradi oblastisse ja teistesse rajoonidesse.</p><p>Ainuüksi käesoleva aasta kolme ja poole kuu jooksul saatis laadimisvalitsus teele üle 50 000 tonni veoseid üle riikliku plaani.</p><p>Meie parimad inimesed: vedurijuht sm. Bendi, jaamaülem sm. Massalov, ekskavaatorijuht sm. Turilov, rongikoostaja sm. Kurg jt. täitsid põlevkivi laadimise 4 kuu plaani ennetähtaegselt, 25. aprilliks.</p><p>A. Metslang</p><p>Laadimis-transpordi-valitsuse ülem</p><p>Täna kell 11 kõik Võidu väljakule MIITINGULE!</p><p>Jõhvi pioneerid asetasid esimesi kevadlilli V. I. Lenini mälestussamba jalamile.</p><p>OLGU TERVITATUD RAHU JA RAHVASTE SÕPRUS!</p>
sotsialismiteekohtlajarve19600501.1.2	<p>ELAGU KOMMUNISM — KOGU INIMKONNA HELGE TULEVIK!</p><p>Seitseaastaku teise aasta esimestest päevadest alates tegid kaevanduse nr. 10 juhtivad töötajad koos parteibüroo ja kaevanduskomiteega töötajate hulgas laialdast selgitustööd nende tutvustamiseks Donetsi kaevuri A. Koltšiki töökogemustega. Selle tööliste ja insenertehniliste töötajatega tehtava töö käigus rakendati ellu hinnalisi ettepanekuid materjalide kokkuhoiu alal. Iga brigaad ning üksiku kutseala esindaja võttis endale kohustuse iga tonni toodetava põlevkivi kohta säästa mitte vähem kui 50 kopikat. Juba jaanuaris hoiti kokku materjale ja lõhkeainet. I kvartali plaani ületasid kaevurid kõigi põhiliste tehnilismajanduslike näitajate osas.</p><p>«Võttis aega mis võttis, aga valmis sai!», ütles 10. kaevanduse ülem sm. Zebeljan (paremal) rikastamisvabrikut ehitanud Ehitusvalitsuse nr. 2 juhatajale sm. Pojarkovile, kes on tulnud jälgima mehhanismide proovikäivitamist. F. Eerma foto</p><p>Seitseaastak ennetähtaegselt</p><p>Heade töösaavutustega võtab maipühi vastu trusti «Eesti Põlevkiviehitus» Ehitusvalitsuse nr. 1 kollektiiv. I kvartali plaan täideti 100,3-prot-sendiliselt, oma jõududega — 104,5-protsendiliselt, tööviljakuse osas — 116-prot-sendiliselt. Üleplaanilist kasumit saadi 63 tuhat rubla.</p><p>Paremaid tulemusi saavutasid A. Rõlovi betoneerijatearmatuuritegijate, I. Kurtsaltsi müürseppade, 1. Saveljevi puuseppade ning P. Eskini krohvijate brigaadid.</p><p>Suure panuse plaani edukasse täitmisse andsid ehitusvalitsuse ratsionaliseerijad: I kvartalis tegid nad 17 ratsionaliseerimisettepanekut,</p><p>mis annavad aastas 169 tuhat rubla säästu. Pidupäeva eel avati Sirgala töölisasulas uus, 75 kohaga söökla ning toiduainete kauplus. Karjääri nr. 1 ehitusel on käesolev aasta kõige vastutusrikkam: ehitatakse katlamaja, mehaanikatöökoda, autogaraaž 40-tonnise kandejõuga isekallutajaile, materjalide ladu ja põlevkivi ümberlaadimispunkt. Lõpevad mullatööd ning lähemal ajal algavad betoneerimistööd. Meie tulevaste tööde edu sõltub sellest, kuidas me suudame toota betooni ja raudbetooni ning seda paigaldada. Mehhaniseeritud betoonisõlme monteerimine on praegu teoksil. Ehitajad ei unusta abi osutamast ka maatöötajaile nende võitluses NLKP Keskkomitee detsembripleenumi otsuste elluviimise eest. Me ehitasime «Kalevi» kolhoosile sigala, samuti on sigala ehitamine lõpukorral «Sinimäe» sovhoosis.</p><p>Ehitusvalitsuse nr. 1 töötajad on otsustanud täita ennetähtaegselt kõik seitseaastaku teise aasta ülesanded.</p><p>A. Kukk</p><p>Ehitusvalitsuse nr. 1 ülem</p><p>ARVE JA FAKTE</p><p>e Seiiseaastakul ehitatakse uusi koole peaaegu 57 000 õpilaskohaga. Vabariigi 30 tehnikumis ja eriõppeasutuses valmistatakse ette spetsialiste 60 erialal. ® Eesti kõrgemates õppeasutustes on üle 13 000 üliõpilase. ® Vabariigis on praegu 457 riiklikku, 144 kolhoosi- ja üle 90 ametiühinguklubi.</p><p>«SOTSIALISMI TEE» lk. 2 Nr. 52 (1549) 1. mail 1980. a.</p><p>Säästlikkus — meiet kaevurite hea omadus</p><p>Ühe tonni põlevkivi omahind alanes plaanilisega võrreldes 1 rubla 91 kopika võrra, möödunud aasta sama ajaga võrreldes aga 3 rubla 84 kopika võrra. Põlevkivi omahinna alandamise tulemusena saadi 638 tuhat rubla säästu. Ühe tootva tööstusliku grupi toodang moodustas aruandekvartalis 10 545 rubla (plaan 9 677 rubla). Tööliste tööviljakus kasvas 1959. a. I kvartaliga võrreldes 11,1 protsenti. Kuu keskmine tööviljakus k. a. I kvartalis oli 90 tonni põlevkivi,</p><p>mis ületas plaanilise 6,9 protsendi võrra ning suurenes möödunud aasta vastava perioodiga võrreldes 18,3 protsendi võrra. Tööviljakuse poo. lest on kaevandus k. a. I kvartali tulemuste põhjal 1. kohal põlevkivibasseinis.</p><p>Tööviljakuse kasv sai võimalikuks jaoskondade 2-va-hetuselise töö rakendamise tõttu ning brigaadide poolt antava mittekvaliteetse põlevkivi järsu vähendamise arvel. Kui 1959. a. tehti kuu aja jooksul brigaadis praaki keskmiselt 400 tonni ja roh-</p><p>kem, siis k. a. märtsikuus enamik brigaade töötas peaaegu praagita. Eesti NSV Rahvamajanduse Nõukogu Põlevkivi- ja Keemiatööstuse ettevõtete vahelises sotsialistlikus võistluses I kvartalis tuli meie kaevandus esikohale, talle anti üle ENSV Ministrite Nõukogu rändpunalipp ning esimene rahaline preemia 93 tuhande rubla suuruses. Meie kaevan-</p><p>duse 4, jaoskonnale, milline tuli jaoskondade ja tsehhide vahelises võistluses esikohale, anti üle Rahvamajanduse Nõukogu ja Vabariigi Ametiühingute Nõukogu rändpunalipp ning rahaline preemia 12 tuhat rubla, 3. koha saavutanud jaoskonna nr. 1</p><p>kollektiivile anti 6 000 rubla suurune rahaline preemia.</p><p>Kaevanduse kollektiiv võtab esimest maid vastu suurema rõõmuga kui kunagi varem ning tõotab Kommunistlikule Parteile ja kogu nõukogude rahvale edaspidi töötada sama hästi kui praegugi. Suuri lootusi paneb kollektiiv rikastamisvabrikule, mille õige ekspluateerimise tahame omandada kõige lühema ajaga.</p><p>N. Varb</p><p>kaevanduse nr. 10 peainsener</p><p>(NLKP Keskkomitee hüüdlauseis! 1. maiks 1960.)</p><p>LÕHKAJA Ivan Kasjulin</p><p>( Ivan Kasjulini esimeseks &gt; tööks 4. kaevanduses oli [lukksepaamet. Siis aga haktkas ta huvi tundma lõhkajate [ohtliku ning julgustnõudva • töö vastu. Lühikese ajaga [omandas ta uue eriala kogu • põhjalikkusega ning möödu[nud aastal sooritas ta juba • lõhkamismeistri eksami. [ Kui lõhkaja sm. Alks[nis tegi ettepaneku uue tõhikamistööde passi rakendami[seks, hakkas sm. Kasjulin ;seda kohe juurutama 3. jaos- । konnas. Nüüd on kõik lõhkajad suurendanud puuraukude kasuteguri 0,8-lt 0,95-ni. Sm. Kasjulini tublit tööd, on kaevanduse juhtkond korduvalt märkinud. Nii annab tagasihoidlik noormees oma vastutusrikkal tööpostil kaaluka panuse kaevanduse seitseaastaku ülesannete täitmiseks.</p><p>F. Aaret</p><p>25 aastat tervise kaitsel</p><p>Kiirabiauto tõi Toila haiglasse mehe, kelle olukord oli väga raske. T emperatuuriga üle 40 kraadi oli haige teadvust kaotamas. «Düsenteeria», oli kiirabiarsti diagnoos. Möödus mõni päev, kuid palavik ei alanenud. Oli vaja suuremate kogemustega arsti nõuannet. Nii tõigi napisõnaline telefonikõne konsultandina Toilasse Ahtme haigla nakkushaiguste osakonna juhataja Lilli Krulli. Sm. Krull vaatas haige läbi, tutvus haigusloo ja analüüsidega ning otsustas siis: «Tüüfus».</p><p>Teise arsti diagnoosi ümberlükkamist esineb meditsiinilises praktikas harva, kuid antud juhtumil nõudis seda võitlus inimese elu pärast. Kuidas teedevalitsuse tööline Ülo Veiert sattus Toilast Ahtmesse, seda ta ise ei mäleta. Kiirabiauto tõi ta doktor Krulli hoole</p><p>alla peaaegu lootuseta seisukorras. Kuid seda teab Ülo Veiert hästi, et doktor Krull andis talle elu tagasi. Külastasime sm. Krulli Ahtme haiglas. Meid võttis vastu lihtne naine, kelle näojoontes näis kajastuvat arsti raske elukutse kogu tõsidus. Kuid ringkäigul palatis see rangus kadus. Ta vestles sõbralikult haigetega ning jagas nende rõõmu tervise paranemise üle. Pärast me meenutasime aastaid, mis on möödunud võitluses inimese tervise eest. ... Tartu 1935. aastal. Ainult üks vakantne koht nakkushaiglas ja sellelegi 7 kandideerijat. Lilli Krullil vedas, valik langes temale. Ja sellest ajast peale on doktor Krull oma elu tervenisti pühendanud õilsale tegevusele nakkushaiguste vastu.</p><p>Millised on tulemused? Väga head. Selle 10 aasta jooksul, mis ta on töötanud Ahtmes, on düsenteeria ja tüüfuse juhud peaaegu kadunud. Muidugi ei piisanud selleks ainult arsti jõupingutustest, suuri edusamme on teinud ka teadus, mis on arstidele andnud sellised uued vahendid, nagu antibiootikud ja hormoonid. Lilli Krull on neid ainult oskuslikult kasutanud. Tema suur hoolitsus haigete eest pole jäänud tähele panemata. Sellest kõnelevad kümned sissekanded haigla avalduste raamatus, millele on alla kirjutanud koduperenaised Laine Sintonen ja Leida Mändmets, komsomolitöötaja Ivan Ivanov ja paljud teised. Kõige kõrgemaks hinnanguks 25 aastad kestnud ennastsalgava töö eest oli aga talle hiljuti antud Tööpunalipu orden.</p><p>F. Eerma</p><p>3-aastane Linda Kiisel on praegu doktor Krulli üks nooremaid patsiente.</p>
sotsialismiteekohtlajarve19600501.1.3	<p>ELAGU SUUR NÕUKOGUDE RAHVAS — KOMMUNISMIEHITAJA!</p><p>(NLKP Keskkomitee hüüdlauseist 1. maiks 1960.)</p><p>Ta sai Lenini ordeni</p><p>Miina Metsküla töötab «Kaljuranna» kolhoosi farmijuhatajana juba kolhoosi organiseerimisest alates. Esimesed aastad ei olnud sugugi kerged. Kari paiknes siis veel endistes väikestes karjalautades, mahlakatest söötadest tunti puudust, karjatalitajate kaader oli välja kujunemata. . . Kuid Miina ei andnud raskustele alla. Ta õpetas lüpsjatele eesrindlikke zootehnilisi võtteid, hoolitses loomade õige söötmise eest. Tema püüdlusi mõistis ja toetas kolhoosi esimees sm. Rõigas. Söödabaasi tugevdamiseks külvati igal aastal ulatuslikult põldheinaseemet.</p><p>Tänu loomade hooldamise heale organiseerimisele suurenes piimatoodang iga aastaga. Mullu saadi iga 100 ha põllumajandusliku maa kohta 404 ts piima. Väljalüps lehma kohta ulatus 3 006 kilogrammini, mis oli ligi 2 korda rohkem kui 1950. aastal. Liha saadi iga 100 ha põllumajandusliku maa kohta 40 ts. Need silmapaistvad töötulemused tõidki Miina Metskülale Lenini ordeni.</p><p>«Pean seda autasu kogu kollektiivi üksmeelse töö tulemuseks», jutustab Miina. Suurte kogemustega loomakasvataja ei rahuldu saavutatuga. Kui kolhoosis hakati planeerima käesoleva aasta piimatoodangut, avaldas Miina Metsküla soovi, et edaspidi pandaks veelgi rohkem rõhku söödabaasile.</p><p>Farmijuhataja ettepanekuid toetasid kolhoosi juhatus ja partei-algorganisatsioon.</p><p>Seepärast võetigi plaani rajada kultuurkarjamaid 40 hektarile, söödakapsast kasvatada 11 hektaril, maisi 26 hektaril ja teha karjamaade pealtparandamist, millega ongi juba algust tehtud.</p><p>Miina Metsküla otsustas tänavu saada igalt lehmalt 3 400 kg, iga 100 ha põllumajandusliku maa kohta aga 470 ts piima.</p><p>Üheaegselt veisefarmiga on Miina hoole all ka teised farmid. Need nõuavad oma aja tööst. Vahest jõuab Miina koju alles kella üheksakskümneks õhtul.</p><p>Praegu on Miina Metsküla juba 59-aastane. Mõni teine oleks tema asemel ammu kergema töö valinud, kuid Miina ei ole selline. Ta tahab veel oma jõudu säästmata kaasa aidata selleks, et meie kolhoos sammuks ka tulevikus loomakasvatuse arendamisel rajoonis esirinnas.</p><p>E. Valk</p><p>«Kaljuranna» kolhoosi partei-algorganisatsiooni sekretär</p><p>Šeffide sõbralik abi</p><p>Lahendades partei ja valitsuse otsust põllumajandussaaduste tootmise suurendamisel ning seitseaastaku plaani ennetähtaegsel täitmisel, võttis Mäetaguse sovhoosi kollektiiv endale kõrgendatud kohustuse: müüa seitseaastaku teisel aastal riigile 140 tonni liha, 753 tonni piima ja 126 tuhat muna. Selle kohustuse kiireks ja edukaks täitmiseks ehitatakse uusi loomakasvatushooneid ja mehhaniseeritakse suurt jõukulu nõudvaid tööprotsesse. Ehitustöödel on abiks šeff — kaevanduse nr. 10 kollektiiv — kes abistas lüpsiagregaatide ülesseadmisel ning kaevude puurimisel. Kaevanduse nr. 10 puurija sm. Lasovski viis koos sovhoosi mehhanisaatorite sm-te Nello, Roosi, Trepi ja Aaveliga vee karjamaadel ja karjalautade juures asuvatesse loomade joogikohtadesse. 24. aprillil aitas grupp kaevanduse kommunistlikke noori sovhoosis võsa laastata. Kaevanduse nr. 10 administratsioon, partei-, ametiühingu- ja komsomoliorganisatsiooni juhid tunnevad elavat huvi sovhoosi majanduse edasiarendamise vastu. Šeffide esindajad võtsid osa ka sovhoosis toimunud lahtisest parteikoosolekust, kus arutati loomakasvatuse olukorda.</p><p>K. Puusepp</p><p>Mäetaguse sovhoosi parteialgorganisatsiooni sekretär</p><p>KEVAD KOLHOOSIS</p><p>Kirovi-nime-lise kolhoosi emisetalitaja Juuli Sternhofi hoole all on 22 põhiemist.</p><p>«Kalevi» kolhoosi rahvas valmistus hoolega seitseaastaku teise aasta kevadkülviks: remonditi traktoreid ja põllutööinventari, puhastati ja sorteeriti viljaseemet, veeti mineraal- ja orgaanilisi väetisi kohale. . . Kolhoosis oldi juba nädalat-paar tagasi valmis põlluleminekuks.</p><p>Ühel päeval tuli agronoom Kaja Kuum särasilmil kontorisse ja teatas:</p><p>«Homme alustame mineraalväetiste külvi põldheinale!»</p><p>Järgmisel päeval oli traktorist Peeter Aljohhin väetisekülviga juba ametis. Samas oli ka agronoom. Tema reguleeris masinat parajale külvinormile.</p><p>Edasi siirdus agronoom heinaseemnepõllu juurde. Samal päeval hakkasid kolhoosinoored Miia Kaiva ja Viivi Otto sinna sõnnikut vedama ja laotama. Igale hektarile andsid nad 8 tonni orgaanilist väetist. Pärast külvati sinna veel 150 kg superfos-</p><p>faati ja 150 kg kaalisoola hektarile.</p><p>Ent töörohked on päevad ka aiandusbrigaadi rahval. Emilie ja Hulda Sarap töötavad kontori lähedal juba mõnda aega köögiviljataimede ettekasvatamisega. Kõige rohkem on siiski kapsataimi. Eile hommikul sõitis traktorist Heino Iro kartulimaad kultiveerima.</p><p>«Eks põld ikka pehmevõitu veel ole», jutustas esimees sm. Riives, «kuid tänavu ei saa me sellest hoolida!»</p><p>«Niipea kui kartulimaa saab kultiveeritud,» jutustas traktoristile agronoom, «läheme edasi maisimaale.»</p><p>«Jah, meie Kaja on maisiga kokku kasvanud», naljatavad kolhoosnikud.</p><p>«Ei saa teisiti,» räägib Kaja ise. «Niikui karjanaisi näed, nõutakse kohe, et uueks laudaperioodiks maisisilo kogust tunduvalt suurendataks. Vastasel korral ähvardab mõni isegi laudast putku panna!»</p><p>Kolhoosis on maisikasvatamise laiendamiseks ette-</p><p>valmistused tehtud, mistõttu kõik lüpsjad võivad rahuliku südamega edasi töötada. Kui mullu kasvatasid noored maisi 5 hektaril, siis tänavu teevad nad seda juba 10 hektaril. Peale selle kasvatab 3 hektaril maisi ka aiandusbrigaad. Kõik maisi alla minevad maad on sügisel küntud, talvel veeti ja laotati laiali 30 tonni sõnnikut hektarile, nüüd külvatakse sinna veel põlevkivituhka, nii et tänavu peaks maisi haljasmassi saak kujunema veelgi rikkalikumaks. Kuid ega mullugi saagil viga olnud: 450 ts haljasmassi hektarilt. Komsomolialgorganisatsioon kanti seeeest rajooni maanoorte autahvlile, algorganisatsiooni sekretärile aga anti maanoorte kokkutulekul üle ÜLKNÜ Keskkomitee aukiri.</p><p>Taliviljapõllul töötab laialtkülvimasinaga kolhoosnik Artur Mägar. Tema külvab põldheinaseemet kattevilja alla, 25—28 kg hektarile. Jah, kevad «Kalevi» kolhoosis on astunud oma õigustesse.</p><p>A. Korts</p><p>Pildil: Juuli Sternhof tööL J. Grünbergi foto</p><p>Kommunistliku töö kollektiivi nimetuse eest</p><p>4 • Tammiku kolhoos tegi möödunud aastal suure sammu edasi. Majandi sissetulekud peaaegu kahekordistusid ja ületasid 2 miljonit rubla.</p><p>Täna, rahvusvahelisel töölispühal 1. mail võime öelda, et meie kollektiiv täidab seitseaastaku teiseks aastaks võetud kohustusi edukalt. Nelja kuu jooksul müüsime riigile 39 tonni liha — 3 korda rohkem kui möödunud aasta! samal ajal, ja 165 tonni piima. Piimatoodang lehma kohta ulatus üle 1 000 kilogrammi. I kvartalis saavutatud heade näitajate eest kandsid partei rajoonikomitee ja rajooni täitevkomitee meie kolhoosi rajooni autahvlile. Esimese mai pidupäeva võtsid kolhoosnikud vastu täieliku valmisolekuga kevadkülviks. Üle kogu rajooni on tuntud meie kolhoosi lüpsja-kar-jatalitaja Emilie Kaljurand, kelle initsiatiivil alustas kolm kuud tagasi I brigaad võistlust kommunistliku töö kollektiivi nimetuse kättevõitmise eest. Ta hakkas veelgi parandama loomade</p><p>söötmist ja hooldamist, osa võtma agro-zootehnilistest õppustest. Tema käes on esikoht rajooni kolhooside ja sovhooside lüpsjate vahelises sotsialistlikus võistluses. Nelja kuuga lüpsis ta igalt oma grupi lehmalt ligikaudu 1 400 kg piima, mis eest tema nimi kanti rajooni autahvlile.</p><p>Oma ala meistritena on kolhoosis tuntud ka lüpsjad A. Lepik, A. Pastilnaja, P. Raudar, E. Koort, A. Rooger, E. Vesi, E. Uusmees, seatalitajad N. Pupp ja S. Raudhein, traktoristid E. Kivioja, V. Aru, P. Gornov ja paljud teised ühismajandi liikmed. Viimasel ajal on kolhoosnikud hakanud agaramalt osa võtma loengutest ja vestlustest, nad panid aluse naiskomisjoni tööle, moodustasid tantsuringi. Kasvanud on kolhoosnikute teadlikkus. Maipühade eel võeti NLKP liikmeks vastu kolhoosnik Milvi Kaasik ja laborant Heljo Kaljoste, mitmed kolhoosnikud valmistuvad astuma NLKP liikmekandidaadiks. Järjest vähenevad meil töödistsipliini rikkumised.</p><p>A T õistlus kommunistliku töö kollektiivi nimetuse saamiseks on hea üritus ja meie kollektiiv teeb kõik selleks, et see nimetus kindlasti kätte võita.</p><p>A. Ellervee</p><p>Tammiku kolhoosi esimees</p><p>Pildil: brigadir Linda Kasak vestleb lüpsjate sotsialistliku võistluse tulemuste tahvli juures töötulemustest.</p><p>ARVE JA FAKTE</p><p>© 1959. aastal külastas meie vabariiki 70 delegatsiooni ja turismigruppi 31 riigist. Möödunud aastal käis • Eestist 27 turismigruppi 18 riigis* © Soitseaastaku esimesel aastal tõusis Eesti tööstuse kogutoodang 1940. aastaga võrreldes 10,3-kordseks. Ainuüksi 1959. aasta juurdekasv võrdub kogu 1940. aasta toodanguga. @ Piima ja võid toodetakse vabariigis iga elaniku kohta rohkem kui Ameerika Ühendriikides.</p><p>Nr. 52 (1549) 1. mail 1960. a. «SOTSIALISMI TEE» lk. 3</p>
